1,4
1,5
1,7
1,8
1,9
1,10
1,11
1,12
1,17
1,18
1,19
1,21
1,22
1,23
1,24
1,25
1,28
1,124
1,132
1,174
1,204
1,226
1,261
1,268
1,275
1,327
1,699
1,703
1,952
1,980
1,1169
1,1476
1,3555
1,3566
1,4344
1,4345
1,4346
1,4349
1,4350
1,6232
1,6233
1,6234
1,6236
1,6237
1,6239
1,6251
1,6252
1,6255
1,10485
1,11506
1,13520
1,13528
1,13534
1,15005
1,15006
1,15007
1,16537
1,16538
1,18008
1,18013
1,18014
1,18017
1,18218
1,18272
1,18321
1,18331
1,18394
1,18395
1,18396
1,18397
1,18400
1,18973
1,20423
1,20550
1,20558
1,20559
1,20561
1,20587
1,20589
1,20590
1,20592
1,20856
1,21198
1,21200
1,21626
1,21944
1,21945
1,21946
1,21947
1,21948
1,21949
1,21957
1,22386
1,22397
1,22400
1,22401
1,22403
1,22404
1,22405
1,22406
1,22407
1,22408
1,22409
1,22474
1,22475
1,22477
1,22478
1,22479
1,22480
1,22481
1,22482
1,22483
1,22484
1,22486
1,22487
1,22488
1,22490
1,22491
1,22494
1,22495
1,22498
1,22499
1,22503
1,22509
1,22511
1,22512
1,22513
1,22515
1,22517
1,22520
1,22521
1,22522
1,22524
1,22525
1,22526
1,22537
1,22538
1,22539
1,22546
1,22549
1,22552
1,22553
1,22596
1,22598
1,22602
1,22603
1,22604
1,22605
1,22649
1,22760
1,22761
1,22762
1,22764
1,22765
1,22766
1,22767
1,22768
1,22770
1,22771
1,22773
1,22887
1,22888
1,22890
1,22892
1,22893
1,22894
1,22895
1,22896
1,22897
1,22898
1,22899
1,22900
1,22901
1,22902
1,22903
1,22904
1,22905
1,22907
1,22909
1,22910
1,22911
1,22912
1,22913
1,22915
1,22916
1,22918
1,22919
1,22920
1,22921
1,22922
1,22924
1,22926
1,22927
1,22928
1,22929
1,22930
1,22943
1,23046
1,23047
1,23048
1,23049
1,23050
1,23051
1,23052
1,23054
1,23055
1,23056
1,23058
1,23059
1,23266
1,23271
1,23308
1,23311
1,23319
1,23673
1,24116
1,24117
1,24646
1,25867
1,25877
1,25878
1,25924
1,25925
1,25926
1,25927
1,25929
1,25953
1,25954
1,25955
1,25956
1,25957
1,25958
1,25960
1,27413
1,27414
1,27415
1,27416
1,27417
1,27418
1,27452
1,29553
1,30140
1,30142
1,30144
1,30187
1,30293
1,30391
1,30392
1,30754
1,30916
1,31098
1,31366
1,31617
10,277
10,279
10,283
10,287
10,290
10,15271
10,20610
10,20611
10,20612
10,20613
10,20614
10,20615
10,20616
10,20617
10,20618
10,20619
10,20622
10,20623
10,20624
10,20625
10,20626
10,20627
10,20628
10,20629
10,20630
10,20631
10,20632
10,20633
10,20634
10,20635
10,20636
10,20637
10,20638
10,20639
10,20640
10,20641
10,20642
10,20643
10,20645
10,20646
10,20658
10,20659
10,20660
10,20661
10,20662
10,20663
10,20664
10,20665
10,20667
10,20668
10,20669
10,20670
10,20671
10,20672
10,20673
10,20674
10,20675
10,20676
10,20677
10,20678
10,20679
10,20681
10,20683
10,20684
10,20685
10,20686
10,20687
10,20688
